NCESID,NAME,ADDRESS,CITY,STATE,ZIP,TELEPHONE,TYPE,STATUS,POPULATION,COUNTY,COUNTYFIPS,COUNTRY,LATITUDE,LONGITUDE,ENROLLMENT,START_GRAD,END_GRADE,FULL_TIME_
00926132,ST PATRICK SCHOOL,401 97TH ST,BROOKLYN,NY,11209,NOT AVAILABLE,1,1,239,KINGS,36047,US,40.614732,-74.031387,223,PK,08,16
00937687,LEIF ERICSON DAY SCHOOL,1037 72ND ST,BROOKLYN,NY,11228,NOT AVAILABLE,1,1,158,KINGS,36047,US,40.625736,-74.011413,142,PK,08,16
00924667,ST BERNADETTE SCHOOL,1313 83RD ST,BROOKLYN,NY,11228,NOT AVAILABLE,1,1,349,KINGS,36047,US,40.615558,-74.01133,330,PK,08,19
BB940407,SINAI ACADEMIC CENTER,2025 79TH ST,BROOKLYN,NY,11214,NOT AVAILABLE,1,1,44,KINGS,36047,US,40.608215,-73.99315,35,08,12,9
A9502963,GESHER YEHUDA,49 AVENUE T,BROOKLYN,NY,11223,NOT AVAILABLE,4,1,115,KINGS,36047,US,40.598432,-73.983112,79,KG,12,36
00919599,TRANSFIGURATION SCHOOL,29 MOTT ST,NEW YORK,NY,10013,NOT AVAILABLE,1,1,390,NEW YORK,36061,US,40.714685,-73.999088,375,KG,08,15
00944107,NORTHSIDE THERAPEUTIC EARLY CHILDHOOD CENTER,35 E 110TH ST,NEW YORK,NY,10029,NOT AVAILABLE,4,1,24,NEW YORK,36061,US,40.797193,-73.949041,14,PK,03,10
00921848,OUR LADY QUEEN OF MARTYRS,71 ARDEN ST,NEW YORK,NY,10040,NOT AVAILABLE,1,1,257,NEW YORK,36061,US,40.863574,-73.927989,243,PK,08,14
00936027,MESIVTA TIFERETH JERUSALEM,145 E BROADWAY,NEW YORK,NY,10002,NOT AVAILABLE,1,1,194,NEW YORK,36061,US,40.713815,-73.991148,154,KG,12,40
00936956,THE CATHEDRAL SCHOOL,319 E 74TH ST STE 8,NEW YORK,NY,10021,NOT AVAILABLE,1,1,116,NEW YORK,36061,US,40.769845,-73.956151,93,PK,08,23
00937927,THE CATHEDRAL SCHOOL OF ST JOHN THE DIVINE,1047 AMSTERDAM AVE,NEW YORK,NY,10025,NOT AVAILABLE,1,1,336,NEW YORK,36061,US,40.803963,-73.962135,291,KG,08,45
00939618,ST BERNARDS SCHOOL,4 E 98TH ST,NEW YORK,NY,10029,NOT AVAILABLE,1,1,440,NEW YORK,36061,US,40.788765,-73.954224,385,KG,08,55
01607476,ST GEORGE ELEMENTARY SCHOOL,215 E 6TH ST,NEW YORK,NY,10003,NOT AVAILABLE,1,1,48,NEW YORK,36061,US,40.728111,-73.98976,38,PK,08,10
02047207,THE CHILD SCHOOL,587 MAIN ST,ROOSEVELT ISLAND,NY,10044,NOT AVAILABLE,4,1,391,NEW YORK,36061,US,40.764142,-73.947683,340,KG,12,51
A0302291,RIVERSIDE CHURCH WEEK DAY SCHOOL,490 RIVERSIDE DR,NEW YORK,NY,10027,NOT AVAILABLE,7,1,34,NEW YORK,36061,US,40.811608,-73.963349,13,PK,KG,21
A0302301,SCHOOL FOR YOUNG PERFORMERS,12 DESBROSSES ST,NEW YORK,NY,10013,NOT AVAILABLE,1,1,17,NEW YORK,36061,US,40.791528,-73.971788,8,04,12,9
A0502492,LEARNING SPRING SCHOOL,247 E 20TH ST,NEW YORK,NY,10003,NOT AVAILABLE,4,1,101,NEW YORK,36061,US,40.748768,-73.995459,91,KG,KG,10
A0502577,THE SCHOOL AT COLUMBIA UNIVERSITY,556 W 110TH ST,NEW YORK,NY,10025,NOT AVAILABLE,1,1,588,NEW YORK,36061,US,40.803774,-73.966464,494,KG,08,94
A0701603,CRISTO REY NEW YORK HIGH SCHOOL,112 E 106TH ST,NEW YORK,NY,10029,NOT AVAILABLE,1,1,402,NEW YORK,36061,US,40.792506,-73.947415,380,08,12,22
A0701621,HARLEM ACADEMY,1330 5TH AVE,NEW YORK,NY,10026,NOT AVAILABLE,1,1,131,NEW YORK,36061,US,40.797903,-73.948815,113,01,08,18
A9303747,LA SCUOLA D ITALIA GUGLIELMO MARCONI,12 E 96TH ST,NEW YORK,NY,10128,NOT AVAILABLE,1,1,254,NEW YORK,36061,US,40.787295,-73.95491,214,PK,12,40
A9303881,BEIT RABBAN,8 W 70TH ST FL 2,NEW YORK,NY,10023,NOT AVAILABLE,1,1,58,NEW YORK,36061,US,40.774921,-73.97749,50,PK,04,8
A9903185,THE GENEVA SCHOOL OF MANHATTAN,123 W 57TH ST,NEW YORK,NY,10019,NOT AVAILABLE,3,1,137,NEW YORK,36061,US,40.765087,-73.978444,122,PK,08,15
AA001646,WINSTON PREPARATORY SCHOOL,126 W 17TH ST,NEW YORK,NY,10011,NOT AVAILABLE,4,1,261,NEW YORK,36061,US,40.739694,-73.996828,197,06,12,64
A0107526,COOKE CENTER FOR LEARNING & DEVELOPMENT,60 MACDOUGAL ST,NEW YORK,NY,10012,NOT AVAILABLE,4,1,139,NEW YORK,36061,US,40.727678,-74.002256,111,08,12,28
A0502504,MC CARTON SCHOOL,331 W 25TH ST,NEW YORK,NY,10001,NOT AVAILABLE,4,1,99,NEW YORK,36061,US,40.774406,-73.951944,42,UG,UG,57
A0502592,WEST END DAY SCHOOL,255 W 71ST ST,NEW YORK,NY,10023,NOT AVAILABLE,4,1,49,NEW YORK,36061,US,40.77888,-73.983965,37,UG,UG,12
A0701711,THE IDEAL SCHOOL OF MANHATTAN,4 W 76TH ST,NEW YORK,NY,10023,NOT AVAILABLE,1,1,126,NEW YORK,36061,US,40.778776,-73.974629,92,KG,06,34
00925296,THE MARY LOUIS ACADEMY,17621 WEXFORD TER,JAMAICA,NY,11432,NOT AVAILABLE,1,1,1025,QUEENS,36081,US,40.712378,-73.787693,947,08,12,78
00925525,INCARNATION SCHOOL,8915 FRANCIS LEWIS BLVD,QUEENS VILLAGE,NY,11427,NOT AVAILABLE,1,1,305,QUEENS,36081,US,40.719165,-73.757623,292,PK,08,13
A0740102,MARYMOUNT SCHOOL OF NEW YORK,1026 5TH AVE,NEW YORK,NY,10028,NOT AVAILABLE,1,1,695,NEW YORK,36061,US,40.779884,-73.961349,595,PK,12,100
A9303704,ALLEN CHRISTIAN SCHOOL,17110 LINDEN BLVD,JAMAICA,NY,11434,NOT AVAILABLE,1,1,478,QUEENS,36081,US,40.691511,-73.778476,444,PK,08,34
A9903261,PHILOSOPHY DAY SCHOOL,12 E 79TH ST,NEW YORK,NY,10075,NOT AVAILABLE,1,1,84,NEW YORK,36061,US,40.776436,-73.962917,74,PK,05,10
A9503028,MONTESSORI PROGRESSIVE LEARNING CENTER,19503 LINDEN BLVD,SAINT ALBANS,NY,11412,NOT AVAILABLE,2,1,23,QUEENS,36081,US,40.693399,-73.756723,20,PK,KG,3
X0935282,TREVOR DAY SCHOOL,1 W 88TH ST,NEW YORK,NY,10024,NOT AVAILABLE,1,1,905,NEW YORK,36061,US,40.783212,-73.958084,773,PK,12,132
00943996,LINDEN SDA SCHOOL,13701 228TH ST,LAURELTON,NY,11413,NOT AVAILABLE,1,1,206,QUEENS,36081,US,40.672946,-73.744078,196,PK,08,10
00937891,LEXINGTON SCHOOL FOR THE DEAF,30TH AVE AND 75TH ST,JACKSON HEIGHTS,NY,11370,NOT AVAILABLE,4,1,341,QUEENS,36081,US,40.760693,-73.8934,284,PK,12,57
A9105045,ST SPYRIDON PAROCHIAL SCHOOL,120 WADSWORTH AVE,NEW YORK,NY,10033,NOT AVAILABLE,1,1,83,NEW YORK,36061,US,40.848775,-73.936062,73,PK,08,10
00925387,ST RAPHAEL SCHOOL,4825 37TH ST,LONG ISLAND CITY,NY,11101,NOT AVAILABLE,1,1,148,QUEENS,36081,US,40.739536,-73.928607,136,PK,08,12
00922783,CORPUS CHRISTI SCHOOL,535 W 121ST ST,NEW YORK,NY,10027,NOT AVAILABLE,1,1,189,NEW YORK,36061,US,40.811096,-73.96081,175,PK,08,14
A9105034,ST ILLUMINATORS ARMENIAN DAY SCHOOL,6923 47TH AVE,WOODSIDE,NY,11377,NOT AVAILABLE,1,1,21,QUEENS,36081,US,40.739184,-73.894937,15,PK,04,6
BB964100,ABC PRESCHOOL & KINDERGARTEN CENTER,6620 LAUREL HILL BLVD,WOODSIDE,NY,11377,NOT AVAILABLE,7,1,12,QUEENS,36081,US,40.739635,-73.898123,11,PK,KG,1
A9104797,EVANGEL CHRISTIAN SCHOOL,3921 CRESCENT ST,LONG ISLAND CITY,NY,11101,NOT AVAILABLE,1,1,498,QUEENS,36081,US,40.753809,-73.9369,466,PK,12,32
A9104974,PARKSIDE SCHOOL,48 W 74TH ST,NEW YORK,NY,10023,NOT AVAILABLE,4,1,98,NEW YORK,36061,US,40.778335,-73.977298,83,UG,UG,15
A9104937,MT OLIVET CHRISTIAN SCHOOL,3327 97TH ST,CORONA,NY,11368,NOT AVAILABLE,1,1,18,QUEENS,36081,US,40.756554,-73.871065,15,PK,01,3
00922433,HOLY NAME OF JESUS SCHOOL,202 W 97TH ST,NEW YORK,NY,10025,NOT AVAILABLE,1,1,246,NEW YORK,36061,US,40.794675,-73.970297,232,PK,08,14
A9105018,SISTER CLARA MUHAMMAD SCHOOL,10501 NORTHERN BLVD,CORONA,NY,11368,NOT AVAILABLE,1,1,21,QUEENS,36081,US,40.757859,-73.863621,15,02,12,6
00920061,LOYOLA SCHOOL,63 E 83RD ST,NEW YORK,NY,10028,NOT AVAILABLE,1,1,228,NEW YORK,36061,US,40.778605,-73.958743,206,08,12,22
BB964072,A CHILDS PLACE DAY SCHOOL,3220 108TH ST,EAST ELMHURST,NY,11369,NOT AVAILABLE,1,1,65,QUEENS,36081,US,40.757969,-73.861743,58,PK,04,7
00924871,OUR LADY OF SORROWS SCHOOL,3534 105TH ST,CORONA,NY,11368,NOT AVAILABLE,1,1,246,QUEENS,36081,US,40.754814,-73.863349,232,PK,08,14
00939174,NIGHTINGALE-BAMFORD SCHOOL,20 E 92ND ST,NEW YORK,NY,10128,NOT AVAILABLE,1,1,626,NEW YORK,36061,US,40.784737,-73.956775,550,KG,12,76
BB912059,ST BARTHOLOMEW SCHOOL,4415 JUDGE ST,ELMHURST,NY,11373,NOT AVAILABLE,1,1,229,QUEENS,36081,US,40.743012,-73.877047,219,PK,08,10
00926347,IMMACULATE CONCEPTION SCHOOL,2163 29TH ST,ASTORIA,NY,11105,NOT AVAILABLE,1,1,225,QUEENS,36081,US,40.777161,-73.910628,212,PK,08,13
A0302186,DWIGHT SCHOOL,291 CENTRAL PARK W,NEW YORK,NY,10024,NOT AVAILABLE,1,1,701,NEW YORK,36061,US,40.787436,-73.968062,552,PK,12,149
A9903229,MUSLIM CENTER JUNIOR HIGH SCHOOL,13758 GERANIUM AVE,FLUSHING,NY,11355,NOT AVAILABLE,1,1,168,QUEENS,36081,US,40.750778,-73.820544,152,KG,08,16
K9303955,BRICK CHURCH SCHOOL,62 E 92ND ST,NEW YORK,NY,10128,NOT AVAILABLE,7,1,26,NEW YORK,36061,US,40.784168,-73.955171,23,PK,KG,3
00924984,HOLY FAMILY SCHOOL,7415 175TH ST,FLUSHING,NY,11366,NOT AVAILABLE,1,1,235,QUEENS,36081,US,40.728516,-73.794623,224,PK,08,11
00925059,ST MICHAELS SCHOOL,13658 41ST AVE,FLUSHING,NY,11355,NOT AVAILABLE,1,1,190,QUEENS,36081,US,40.758295,-73.82879,180,PK,08,10
00920119,GUARDIAN ANGEL SCHOOL,193 10TH AVE,NEW YORK,NY,10011,NOT AVAILABLE,1,1,196,NEW YORK,36061,US,40.74677,-74.005125,186,PK,08,10
00940587,THE LOWELL SCHOOL,20305 32ND AVE,BAYSIDE,NY,11361,NOT AVAILABLE,4,1,275,QUEENS,36081,US,40.770959,-73.786387,243,03,12,32
A9105003,SACRED HEART SCHOOL,21601 38TH AVE,BAYSIDE,NY,11361,NOT AVAILABLE,1,1,456,QUEENS,36081,US,40.767744,-73.767111,437,PK,08,19
00940565,THE LORGE SCHOOL,353 W 17TH ST,NEW YORK,NY,10011,NOT AVAILABLE,4,1,117,NEW YORK,36061,US,40.742744,-74.003234,89,UG,UG,28
00925536,OUR LADY OF LOURDES SCHOOL,9280 220TH ST,QUEENS VILLAGE,NY,11428,NOT AVAILABLE,1,1,316,QUEENS,36081,US,40.723233,-73.736777,300,PK,08,16
A9303745,JOHN A COLEMAN SCHOOL,590 AVENUE OF THE AMERICAS,NEW YORK,NY,10011,NOT AVAILABLE,4,1,240,NEW YORK,36061,US,40.738979,-73.995389,210,UG,UG,30
00926267,ST GREGORY THE GREAT SCHOOL,24444 87TH AVE,BELLEROSE,NY,11426,NOT AVAILABLE,1,1,298,QUEENS,36081,US,40.729893,-73.722389,281,PK,08,17
BB964055,YESHIVA HAR TORAH,25010 GRAND CENTRAL PKWY,BELLEROSE,NY,11426,NOT AVAILABLE,1,1,485,QUEENS,36081,US,40.752315,-73.723952,435,PK,08,50
00920108,HOLY CROSS SCHOOL,332 W 43RD ST,NEW YORK,NY,10036,NOT AVAILABLE,1,1,179,NEW YORK,36061,US,40.758401,-73.990911,168,PK,08,11
00925456,OUR LADY OF THE SNOWS SCHOOL,7933 258TH ST,FLORAL PARK,NY,11004,NOT AVAILABLE,1,1,436,QUEENS,36081,US,40.74533,-73.712859,419,PK,08,17
00943158,NORTH SIDE SCHOOL,1650 UTOPIA PKWY,WHITESTONE,NY,11357,NOT AVAILABLE,2,1,17,QUEENS,36081,US,40.748281,-73.708961,15,PK,01,2
A9702510,WORD CHRISTIAN ACADEMY,23001 LINDEN BLVD,CAMBRIA HEIGHTS,NY,11411,NOT AVAILABLE,1,1,55,QUEENS,36081,US,40.692449,-73.731142,51,KG,08,4
00942052,THE BEEKMAN SCHOOL,220 E 50TH ST,NEW YORK,NY,10022,NOT AVAILABLE,1,1,89,NEW YORK,36061,US,40.755314,-73.970031,76,08,12,13
A9903249,SACRED HEART CATHOLIC SCHOOL,11550 221ST ST,CAMBRIA HEIGHTS,NY,11411,NOT AVAILABLE,1,1,296,QUEENS,36081,US,40.698499,-73.73767,283,PK,08,13
00935362,ST JOSEPHS PARISH DAY SCHOOL,21755 100TH AVE,QUEENS VILLAGE,NY,11429,NOT AVAILABLE,1,1,72,QUEENS,36081,US,40.715325,-73.739541,64,PK,08,8
BB912090,CHURCH OF GOD CHRISTIAN ACADEMY,1332 CENTRAL AVE 1336,FAR ROCKAWAY,NY,11691,NOT AVAILABLE,1,1,92,QUEENS,36081,US,40.607271,-73.749775,86,KG,12,6
00938261,PROFESSIONAL CHILDRENS SCHOOL,132 W 60TH ST,NEW YORK,NY,10023,NOT AVAILABLE,1,1,224,NEW YORK,36061,US,40.770383,-73.986105,196,06,12,28
00937304,YESHIVA OF FAR ROCKAWAY,802 HICKSVILLE RD,FAR ROCKAWAY,NY,11691,NOT AVAILABLE,1,1,172,QUEENS,36081,US,40.600539,-73.743968,157,08,12,15
00925434,OUR LADY OF HOPE ELEMENTARY SCHOOL,6121 71ST ST,MIDDLE VILLAGE,NY,11379,NOT AVAILABLE,1,1,545,QUEENS,36081,US,40.721095,-73.886853,519,PK,08,26
A9105048,ST THOMAS CHOIR SCHOOL,202 W 58TH ST,NEW YORK,NY,10019,NOT AVAILABLE,1,1,48,NEW YORK,36061,US,40.766305,-73.98023,35,04,08,13
00926336,ST JOHNS PREPARATORY SCHOOL,2121 CRESCENT ST,ASTORIA,NY,10552,NOT AVAILABLE,1,1,871,QUEENS,36081,US,40.779257,-73.91202,825,08,12,46
00925897,ST FIDELIS ELEMENTARY SCHOOL,124 06 14TH AVE,COLLEGE POINT,NY,11356,NOT AVAILABLE,1,1,166,QUEENS,36081,US,40.785111,-73.843515,154,PK,08,12
00941092,RABBI ARTHUR SCHNEIER PARK EAST DAY SCHOOL,164 E 68TH ST,NEW YORK,NY,10065,NOT AVAILABLE,1,1,172,NEW YORK,36061,US,40.767342,-73.963241,146,PK,08,26
00925911,ST AGNES ACADEMIC SCHOOL,1320 124TH ST,COLLEGE POINT,NY,11356,NOT AVAILABLE,1,1,319,QUEENS,36081,US,40.785917,-73.844224,291,08,12,28
00925241,IMMACULATE CONCEPTION SCHOOL,17914 DALNY RD,JAMAICA,NY,11432,NOT AVAILABLE,1,1,440,QUEENS,36081,US,40.716019,-73.784729,420,PK,08,20
00925172,ST HELEN SCHOOL,8309 157TH AVE,HOWARD BEACH,NY,11414,NOT AVAILABLE,1,1,148,QUEENS,36081,US,40.661478,-73.849735,139,PK,08,9
00939389,THE HEWITT SCHOOL,45 E 95TH ST,NEW YORK,NY,10021,NOT AVAILABLE,1,1,603,NEW YORK,36061,US,40.773518,-73.963069,528,KG,12,75
00925569,RESURRECTION ASCENSION SCHOOL,8525 61ST RD,REGO PARK,NY,11374,NOT AVAILABLE,1,1,211,QUEENS,36081,US,40.728333,-73.87203,198,PK,08,13
A9105016,TALMUD TORAH SIACH YITZCHOK,1513 CENTRAL AVE,FAR ROCKAWAY,NY,11691,NOT AVAILABLE,1,1,231,QUEENS,36081,US,40.605509,-73.751301,213,PK,08,18
A9104674,ALL SOULS SCHOOL,1157 LEXINGTON AVE,NEW YORK,NY,10075,NOT AVAILABLE,7,1,28,NEW YORK,36061,US,40.775217,-73.958196,25,PK,KG,3
00925682,ST ROSE OF LIMA SCHOOL,154 BEACH 84TH ST,ROCKAWAY BEACH,NY,11693,NOT AVAILABLE,1,1,415,QUEENS,36081,US,40.587276,-73.809594,393,PK,08,22
01607487,ST JEAN BAPTISTE HIGH SCHOOL,173 E 75TH ST,NEW YORK,NY,10021,NOT AVAILABLE,1,1,363,NEW YORK,36061,US,40.77224,-73.959894,338,08,12,25
00920083,IMMACULATE CONCEPTION SCHOOL,419 E 13TH ST,NEW YORK,NY,10009,NOT AVAILABLE,1,1,229,NEW YORK,36061,US,40.730874,-73.982231,219,PK,08,10
00919613,XAVIER HIGH SCHOOL,30 W 16TH ST,NEW YORK,NY,10011,NOT AVAILABLE,1,1,1095,NEW YORK,36061,US,40.738082,-73.994851,1022,08,12,73
00939152,GRACE CHURCH SCHOOL,86 4TH AVE,NEW YORK,NY,10003,NOT AVAILABLE,1,1,442,NEW YORK,36061,US,40.731998,-73.990892,385,PK,08,57
00935216,FRIENDS SEMINARY,222 E 16TH ST,NEW YORK,NY,10003,NOT AVAILABLE,1,1,820,NEW YORK,36061,US,40.734069,-73.985311,728,KG,12,92
00919227,LA SALLE ACADEMY,215 E 6TH S,NEW YORK,NY,10003,NOT AVAILABLE,1,1,361,NEW YORK,36061,US,40.724799,-73.989671,336,08,12,25
A9104809,FELLOWSHIP OF LEARNING SCHOOL,9 W 130TH ST,NEW YORK,NY,10037,NOT AVAILABLE,1,1,12,NEW YORK,36061,US,40.810119,-73.94047,10,01,07,2
00944093,NORTHEASTERN ACADEMY,532 W 215TH ST,NEW YORK,NY,10034,NOT AVAILABLE,1,1,154,NEW YORK,36061,US,40.87042,-73.917579,140,08,12,14
00921928,ST JUDE SCHOOL,433 W 204TH ST,NEW YORK,NY,10034,NOT AVAILABLE,1,1,205,NEW YORK,36061,US,40.862348,-73.919274,194,PK,08,11
02047364,MANHATTAN CHRISTIAN ACADEMY,401 W 205TH ST,NEW YORK,NY,10034,NOT AVAILABLE,1,1,292,NEW YORK,36061,US,40.862677,-73.918131,275,PK,08,17
00935963,YESHIVA UNIVERSITY HIGH SCHOOL,2540 AMSTERDAM AVE,NEW YORK,NY,10033,NOT AVAILABLE,1,1,351,NEW YORK,36061,US,40.851495,-73.928781,313,08,12,38
A0502613,YESHIVA RABBI SAMSON RAPHAEL HIRSCH,85 BENNETT AVE 93,NEW YORK,NY,10033,NOT AVAILABLE,1,1,414,NEW YORK,36061,US,40.853384,-73.935549,322,PK,12,92
00920833,ANNUNCIATION SCHOOL,461 W 131ST ST,NEW YORK,NY,10027,NOT AVAILABLE,1,1,214,NEW YORK,36061,US,40.81627,-73.953293,204,KG,08,10
00922455,MOUNT CARMEL-HOLY ROSARY SCHOOL,371 PLEASANT AVE,NEW YORK,NY,10035,NOT AVAILABLE,1,1,249,NEW YORK,36061,US,40.797439,-73.931785,236,PK,08,13
00922477,OUR LADY QUEEN OF ANGELS SCHOOL,229 E 112TH ST,NEW YORK,NY,10029,NOT AVAILABLE,1,1,236,NEW YORK,36061,US,40.795097,-73.940599,224,PK,08,12
00921859,ST ANN SCHOOL,314 E 110TH ST,NEW YORK,NY,10029,NOT AVAILABLE,1,1,251,NEW YORK,36061,US,40.792846,-73.940132,234,PK,08,17
00941183,REECE SCHOOL,25 E 104TH ST,NEW YORK,NY,10029,NOT AVAILABLE,4,1,105,NEW YORK,36061,US,40.783372,-73.951432,89,UG,UG,16
00941729,DALTON SCHOOL,108 E 89TH ST,NEW YORK,NY,10128,NOT AVAILABLE,1,1,1496,NEW YORK,36061,US,40.781587,-73.954997,1300,KG,12,196
A9702470,SOLOMON SCHECHTER SCHOOL OF MANHATTAN,805 COLUMBUS AVE,NEW YORK,NY,10025,NOT AVAILABLE,1,1,156,NEW YORK,36061,US,40.781184,-73.957884,128,KG,08,28
01607319,ST IGNATIUS LOYOLA SCHOOL,48 E 84TH ST,NEW YORK,NY,10028,NOT AVAILABLE,1,1,567,NEW YORK,36061,US,40.778974,-73.958952,539,KG,08,28
A0107837,RAMAZ SCHOOL,114 E 85TH ST,NEW YORK,NY,10028,NOT AVAILABLE,1,1,1165,NEW YORK,36061,US,40.77897,-73.957015,979,PK,12,186
00938283,THE ALLEN-STEVENSON SCHOOL,132 E 78TH ST,NEW YORK,NY,10075,NOT AVAILABLE,1,1,499,NEW YORK,36061,US,40.774296,-73.959745,417,KG,08,82
X0939378,BIRCH WATHEN LENOX SCHOOL,210 E 77TH ST,NEW YORK,NY,10075,NOT AVAILABLE,1,1,674,NEW YORK,36061,US,40.772549,-73.957593,576,KG,12,98
A9502997,MANHATTAN HIGH SCHOOL FOR GIRLS,154 E 70TH ST,NEW YORK,NY,10021,NOT AVAILABLE,1,1,228,NEW YORK,36061,US,40.768731,-73.962866,206,08,12,22
00939695,THE TOWN SCHOOL,540 E 76TH ST,NEW YORK,NY,10021,NOT AVAILABLE,7,1,53,NEW YORK,36061,US,40.768219,-73.949851,45,PK,KG,8
00939833,THE CAEDMON SCHOOL,416 E 80TH ST,NEW YORK,NY,10075,NOT AVAILABLE,2,1,198,NEW YORK,36061,US,40.772479,-73.951412,174,PK,05,24
00919588,ST VINCENT FERRER HIGH SCHOOL,151 E 65TH ST,NEW YORK,NY,10065,NOT AVAILABLE,1,1,525,NEW YORK,36061,US,40.765846,-73.964671,493,08,12,32
00939651,THE BROWNING SCHOOL,52 E 62ND ST,NEW YORK,NY,10065,NOT AVAILABLE,1,1,447,NEW YORK,36061,US,40.764957,-73.969207,408,KG,12,39
00920811,CATHEDRAL HIGH SCHOOL,350 E 56TH ST,NEW YORK,NY,10022,NOT AVAILABLE,1,1,595,NEW YORK,36061,US,40.757526,-73.964018,556,08,12,39
00922422,EPIPHANY ELEMENTARY SCHOOL,234 E 22ND ST,NEW YORK,NY,10010,NOT AVAILABLE,1,1,482,NEW YORK,36061,US,40.737488,-73.982342,455,PK,08,27
A0740098,GATEWAY SCHOOL OF NEW YORK,211 W 61ST ST,NEW YORK,NY,10023,NOT AVAILABLE,4,1,93,NEW YORK,36061,US,40.772316,-73.987694,73,KG,KG,20
A0502465,GEORGE JACKSON ACADEMY,104 ST MARKS PL,NEW YORK,NY,10009,NOT AVAILABLE,1,1,139,NEW YORK,36061,US,40.727088,-73.984474,123,04,08,16
A9502938,CORNELIA CONNELLY CENTER,220 E 4TH ST,NEW YORK,NY,10009,NOT AVAILABLE,1,1,92,NEW YORK,36061,US,40.723504,-73.983476,77,05,08,15
00936355,BETH JACOB PAROCHIAL SCHOOL,142 BROOME ST,NEW YORK,NY,10002,NOT AVAILABLE,1,1,178,NEW YORK,36061,US,40.716522,-73.984245,169,KG,08,9
K9303936,THE TRANSFIGURATION KINDERGARTEN SCHOOL,10 CONFUCIUS PLAZA BSMT 1 LOWER LEVEL,NEW YORK,NY,10002,NOT AVAILABLE,7,1,61,NEW YORK,36061,US,40.714098,-73.996787,58,PK,KG,3
00919453,ST JOSEPH SCHOOL,1 MONROE ST,NEW YORK,NY,10002,NOT AVAILABLE,1,1,208,NEW YORK,36061,US,40.711582,-73.996533,190,PK,08,18
00919828,ST GEORGE ACADEMY,215 E 6TH ST,NEW YORK,NY,10003,NOT AVAILABLE,1,1,71,NEW YORK,36061,US,40.728104,-73.989769,61,08,12,10
02161995,NATIVITY MISSION SCHOOL,204 FORSYTH ST,NEW YORK,NY,10002,NOT AVAILABLE,1,1,20,NEW YORK,36061,US,40.722757,-73.990423,16,08,08,4
00936537,CITY COUNTRY SCHOOL,146 W 13TH ST,NEW YORK,NY,10011,NOT AVAILABLE,1,1,320,NEW YORK,36061,US,40.737368,-73.999395,250,PK,08,70
00940022,CORLEARS SCHOOL,324 W 15TH ST,NEW YORK,NY,10011,NOT AVAILABLE,1,1,212,NEW YORK,36061,US,40.740803,-74.00323,178,KG,05,34
00920017,NOTRE DAME SCHOOL,327 W 13TH ST,NEW YORK,NY,10014,NOT AVAILABLE,1,1,330,NEW YORK,36061,US,40.739831,-74.004383,310,08,12,20
00922466,OUR LADY OF POMPEII SCHOOL,240 BLEECKER ST,NEW YORK,NY,10014,NOT AVAILABLE,1,1,204,NEW YORK,36061,US,40.730503,-74.002828,191,PK,08,13
00919169,SACRED HEART OF JESUS SCHOOL,456 W 52ND ST,NEW YORK,NY,10019,NOT AVAILABLE,1,1,170,NEW YORK,36061,US,40.765545,-73.990344,158,PK,08,12
00921779,SCHOOL OF THE BLESSED SACRAMENT SCHOOL,147 W 70TH ST,NEW YORK,NY,10023,NOT AVAILABLE,1,1,189,NEW YORK,36061,US,40.77699,-73.98135,179,PK,08,10
00942697,STEPHEN GAYNOR SCHOOL,148 W 90TH ST,NEW YORK,NY,10024,NOT AVAILABLE,4,1,328,NEW YORK,36061,US,40.789821,-73.972578,238,UG,UG,90
A0740101,ROBERT LOUIS STEVENSON SCHOOL,24 W 74TH ST,NEW YORK,NY,10023,NOT AVAILABLE,4,1,58,NEW YORK,36061,US,40.77789,-73.976344,46,08,12,12
00939684,COLLEGIATE SCHOOL,260 W 78TH ST,NEW YORK,NY,10024,NOT AVAILABLE,1,1,738,NEW YORK,36061,US,40.783321,-73.981297,648,KG,12,90
00925489,ST ELIZABETH CATHOLIC ACADEMY,9401 85TH ST,OZONE PARK,NY,11416,NOT AVAILABLE,1,1,260,QUEENS,36081,US,40.685679,-73.856121,248,PK,08,12
A0701617,GERSH ACADEMY,25404 UNION TURNPIKE,GLEN OAKS,NY,11004,NOT AVAILABLE,4,1,83,QUEENS,36081,US,40.815964,-73.187743,60,01,12,23
00921633,CARDINAL SPELLMAN HIGH SCHOOL,1 CARDINAL SPELLMAN PL,BRONX,NY,10466,NOT AVAILABLE,1,1,1509,BRONX,36005,US,40.882794,-73.840421,1430,08,12,79
00921622,NATIVITY OF OUR BLESSED LADY,3893 DYRE AVE,BRONX,NY,10466,NOT AVAILABLE,1,1,198,BRONX,36005,US,40.888721,-73.831577,187,PK,08,11
00921564,OUR LADY OF THE ASSUMPTION SCHOOL,1617 PARKVIEW AVE,BRONX,NY,10461,NOT AVAILABLE,1,1,307,BRONX,36005,US,40.845351,-73.827189,295,PK,08,12
00923164,ST BENEDICT SCHOOL,1016 EDISON AVE,BRONX,NY,10465,NOT AVAILABLE,1,1,281,BRONX,36005,US,40.832422,-73.825422,267,PK,08,14
00921553,PRESTON HIGH SCHOOL,2780 SCHURZ AVE,BRONX,NY,10465,NOT AVAILABLE,1,1,600,BRONX,36005,US,40.813973,-73.819506,569,08,12,31
